index,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,SolZ_F,SenZ_F,SCA_F,SolZ_B,SenZ_B,SCA_B,lc,province,month,season,Fine_Mode_AOD_500nm
Brookhaven,0.260287,0.1557631,0.14931142,0.2306154,0.19686556,0.28572583,0.17756416,0.1607951,0.29475102,0.25318715,43.867683,31.593924,117.96629,43.982838,31.767523,158.94528,190,31,3,1,0.067196875
Univ_of_Nevada-Reno,0.22306989,0.14448635,0.07213756,0.057235476,0.042436004,0.2358716,0.08719232,0.051104736,0.02907032,0.010821441,39.77275,22.95238,121.059,39.940334,23.39186,163.35564,190,27,9,3,0.584235917
Modesto,0.27655673,0.15054363,0.15045772,0.2597851,0.18759379,0.24736176,0.16977578,0.20341812,0.33310387,0.25414824,25.421545,39.32411,139.73238,25.62087,39.46071,164.6379,190,4,7,2,0.03808625
NEON_SRER,0.3003132,0.15439613,0.16720103,0.29902703,0.30740148,0.24814756,0.21165754,0.25645113,0.36951405,0.39464864,32.885365,21.97401,126.76426,33.039646,22.175743,164.32092,120,2,9,3,0.034740077
Modesto,0.23866561,0.15951844,0.16846105,0.27676207,0.20279272,0.21701962,0.177482,0.16934898,0.33138204,0.23032008,20.19006,35.012844,125.339714,20.353704,35.13289,140.06459,190,4,7,2,0.0743
NEON_UKFS,0.28177133,0.13213387,0.07515402,0.2308964,0.21879792,0.26421356,0.14296676,0.11236104,0.3104815,0.28926158,34.998043,44.145905,128.69656,35.169353,44.301003,158.95673,60,15,4,1,0.057942636
ARM_LaPorte,0.2813872,0.16208242,0.12743337,0.29736727,0.20937975,0.25795385,0.1632938,0.14718181,0.3593834,0.25051606,25.733545,40.423622,137.71883,25.933693,40.510345,162.70203,130,42,8,2,0.057965714
Salton_Sea,0.26125893,0.16910805,0.14774165,0.32180297,0.25640953,0.29349512,0.24454527,0.27903628,0.359098,0.33475268,49.562084,24.44961,106.26609,49.67859,24.628439,144.95963,40,4,10,3,0.2179
UH_Coastal_Center,0.29560232,0.16685206,0.09841361,0.3196453,0.20681705,0.2686332,0.13931514,0.097355664,0.40295327,0.2578613,33.164383,40.81654,131.09665,33.349674,40.931747,162.96169,130,42,9,3,0.148418444
NREL-Golden,0.19623965,0.12657991,0.13392961,0.23164648,0.21011418,0.18698515,0.14787391,0.143567,0.279771,0.24065554,26.017849,22.353123,133.019,26.190556,22.5758,160.03839,10,5,5,1,0.033502727
Thompson_Farm,0.24417049,0.1044323,0.04545831,0.32852474,0.1281983,0.22510128,0.10827725,0.06072219,0.45862502,0.23044813,28.363392,22.081518,132.12608,28.502666,22.311049,168.12619,130,28,7,2,0.069903556
NEON_CVALLA,0.19786091,0.115635015,0.09701561,0.22032179,0.19640325,0.22318079,0.14300063,0.16816692,0.29426837,0.3245905,52.124237,22.494492,105.46558,52.235985,22.728367,145.68828,11,5,10,3,0.036557
NEON_GRSM,0.25775024,0.1240692,0.053528342,0.2418491,0.16451925,0.26946536,0.13044575,0.088565506,0.3999735,0.2251503,50.94373,27.76251,111.528435,51.063316,27.896568,154.01968,90,41,10,3,0.073565
Railroad_Valley2,0.23017271,0.19157897,0.31299433,0.35885593,0.42701653,0.28342086,0.32171538,0.39605853,0.43882287,0.4642324,55.457653,24.944044,103.823555,55.540897,25.154343,147.17073,200,27,2,4,0.0144889
Roosevelt_HS,0.22861795,0.1169987,0.0785699,0.20728044,0.14595585,0.25354502,0.13425876,0.11211334,0.27897727,0.19269319,55.04034,22.07238,103.257355,55.1343,22.31515,144.52563,190,19,10,3,0.0404884
Pinehurst_Idaho,0.30283767,0.17811269,0.115526944,0.14894003,0.0747944,0.2839003,0.14810343,0.11947296,0.16528712,0.15119876,52.825874,42.99895,96.74288,52.89344,43.09599,128.80922,190,11,3,1,0.0329065
NASA_LaRC,0.2370858,0.14139488,0.12090559,0.26521197,0.2644824,0.23809725,0.17631823,0.17145778,0.38487944,0.3068889,37.20853,22.819376,123.24095,37.327553,23.041817,165.47685,190,45,4,1,0.05886925
NEON_TALL,0.20582236,0.09704763,0.030209763,0.08752181,0.15297268,0.34502122,0.17626134,0.32114014,0.31914,0.29498416,29.664207,23.688366,126.68025,29.810722,23.890947,157.68712,70,1,8,2,0.060407583
NEON_CLBJ,0.2362094,0.10998761,0.068552285,0.23713927,0.19087932,0.24364133,0.13550381,0.118669845,0.32642764,0.28437638,40.235058,22.98499,120.7478,40.367958,23.201815,162.60905,130,42,9,3,0.057824667
NEON-CPER,0.2116425,0.120071195,0.11476892,0.27481672,0.287049,0.1904147,0.13016228,0.128956,0.31059754,0.309309,23.739424,38.50912,119.85901,23.865976,38.6797,137.20169,130,5,7,2,0.189869778
Goldstone,0.31641802,0.20446666,0.24106704,0.29549235,0.38400194,0.3519225,0.30268332,0.37133324,0.45818338,0.5129536,63.114845,44.31877,100.4897,63.231915,44.471153,137.08475,120,4,12,4,0.015170143
Monterey,0.35232568,0.20962027,0.12965438,0.17778379,0.13509467,0.35950685,0.17836751,0.14869317,0.24281494,0.20458558,64.08748,36.92048,98.08708,64.18556,37.063797,137.7073,190,4,12,4,0.02253
IMPROVE-MammothCave,0.31187138,0.183839,0.14271988,0.38269567,0.24010779,0.3348148,0.23059386,0.19172412,0.41056442,0.26719368,35.9322,32.41141,126.97435,36.078735,32.574482,166.70464,130,16,4,1,0.207169
Roosevelt_HS,0.22731544,0.12397772,0.06843834,0.1932823,0.14230551,0.2627971,0.14861877,0.12562348,0.29123786,0.19925536,56.99908,22.081535,101.23071,57.106552,22.30633,142.8274,190,19,10,3,0.0241738
NEON_GRSM,0.23348972,0.114449896,0.058194485,0.15313452,0.13648105,0.25761202,0.11607599,0.089571394,0.20699269,0.21523646,56.950542,27.891916,102.46656,57.027534,28.102764,144.90652,90,41,1,4,0.067536667
Pinehurst_Idaho,0.2936424,0.15370458,0.07563244,0.1350061,0.100846075,0.26294836,0.10956228,0.08851921,0.2159816,0.15178442,67.09105,25.937511,88.31238,67.17826,26.14676,128.98424,190,11,11,3,0.033213
Lewis-Clark_ID_USA,0.28014466,0.1773056,0.13127501,0.24802372,0.18939172,0.2856181,0.1921928,0.17497496,0.31531012,0.21157363,45.95777,41.329075,117.3567,46.08921,41.43246,153.57198,190,11,4,1,0.02944875
NEON_TALL,0.22649524,0.117552556,0.059148088,0.29636762,0.16911137,0.21743184,0.18927248,0.08618152,0.41039366,0.21346132,22.12478,23.68921,135.01466,22.310652,23.890398,155.12364,70,1,5,1,0.167083429
SDSU_IPLab,0.25918472,0.13579893,0.088313624,0.23130265,0.18886758,0.22872329,0.1266195,0.09339779,0.2848196,0.21201135,40.671707,42.843563,104.17728,40.76427,42.940586,130.43816,190,40,9,3,0.0365222
SDSU_IPLab,0.22694086,0.12226518,0.082668,0.24573368,0.21526945,0.21251248,0.12928532,0.099194944,0.2949948,0.21678245,26.787151,42.933403,113.48406,26.91708,43.029564,130.82591,190,40,5,1,0.109776111
Missoula,0.21116649,0.11725733,0.098930985,0.15103084,0.2329951,0.22982542,0.15186283,0.16721208,0.20835303,0.27891558,48.1222,32.768463,103.855194,48.203426,32.936703,138.59381,190,25,3,1,0.0144553
Denver_LaCasa,0.26041424,0.14133666,0.11791309,0.2141405,0.17922384,0.2755412,0.17382947,0.18135974,0.2833655,0.25207743,50.816875,34.75766,113.14595,50.951252,34.88442,153.43684,190,5,10,3,0.062458
Kellogg_LTER,0.264177,0.18194745,0.19503011,0.4476825,0.2588162,0.409553,0.4307849,0.4450075,0.59628963,0.33053887,27.013485,44.015896,113.93107,27.119667,44.079647,132.49585,11,21,7,2,0.1186115
NEON_Harvard,0.24781665,0.107048295,0.042636562,0.30058518,0.1336998,0.22296292,0.10064256,0.055544302,0.36933059,0.15916903,39.427155,39.497047,107.058105,39.53189,39.60461,134.19696,90,20,9,3,0.042542778
USGS_Flagstaff_ROLO,0.2199346,0.14300072,0.1341352,0.20835628,0.19771734,0.22871488,0.15574081,0.14921306,0.28087848,0.247752,39.83601,29.324163,123.24284,39.97062,29.498158,165.33945,70,2,9,3,0.362819545
Sevilleta,0.19634585,0.15355706,0.2202111,0.29309165,0.32974502,0.20476365,0.20989354,0.28403932,0.33993873,0.37078992,22.553734,22.694183,136.25497,22.739382,22.895937,158.04231,120,30,5,1,0.017635
UH_Liberty,0.36266068,0.35489634,0.22322601,0.42578694,0.3658226,0.27662784,0.1972911,0.12281903,0.3997142,0.29655394,20.918795,41.33013,145.19572,21.152124,41.416054,159.73598,130,42,7,2,0.079989
Dayton,0.25172922,0.15662168,0.12499353,0.26388338,0.21803948,0.27431828,0.15562621,0.13094205,0.29739514,0.26564947,59.891243,22.088905,99.3119,59.977943,22.317549,141.98378,130,34,11,3,0.038324625
NEON_RMNP,0.17050451,0.09267208,0.07263836,0.17019749,0.13922894,0.18199943,0.10983776,0.09903287,0.21837509,0.18081336,38.172924,23.40787,118.41932,38.291412,23.63435,154.68857,70,5,9,3,0.0604
TABLE_MOUNTAIN_CA,0.19999525,0.10844085,0.080861375,0.1904663,0.14584579,0.18654364,0.13565387,0.1450973,0.30894986,0.25131625,21.286772,22.604319,141.95995,21.47901,22.81087,168.45169,70,4,7,2,0.2514435
PNNL,0.31125656,0.20140588,0.17205052,0.25046363,0.22792219,0.3149541,0.19403423,0.21449408,0.28713122,0.26182404,58.57062,31.625963,105.022896,58.67911,31.769716,146.4826,120,46,10,3,0.078527667
NEON_NOGP,0.28752208,0.13544632,0.08787727,0.37903652,0.24959631,0.25579792,0.12677047,0.099225685,0.29445523,0.29392946,32.135883,40.326443,132.26237,32.281082,40.461693,163.7201,130,33,6,2,0.057805
NASA_LaRC,0.24721141,0.12814593,0.080328286,0.16262788,0.12059349,0.2229097,0.11099996,0.07264995,0.29622155,0.1885686,30.76928,33.717083,117.84443,30.88111,33.87281,142.81631,190,45,8,2,0.278150455
Brookhaven,0.22525273,0.12112146,0.08098384,0.21104586,0.19120404,0.23431695,0.1290319,0.11678357,0.26733452,0.24714312,35.084778,23.130047,121.851326,35.210594,23.345716,156.61821,190,31,4,1,0.03486525
La_Jolla,0.26229885,0.12718432,0.07682377,0.19171481,0.12535426,0.28344738,0.14726992,0.12937988,0.2494443,0.17580745,57.63956,25.289188,101.52464,57.716305,25.49944,144.78699,190,4,1,4,0.021973786
Goldstone,0.25696352,0.18714933,0.25007394,0.29164922,0.3577141,0.2685334,0.24417517,0.31047383,0.368585,0.42704594,53.432133,31.033094,98.926315,53.537537,31.198917,134.81334,120,4,10,3,0.014367
CalTech,0.26237512,0.1345193,0.09573965,0.19059484,0.13366173,0.25950894,0.14084622,0.1359479,0.27299702,0.18881094,48.4802,36.896557,104.016594,48.547268,36.99952,138.5505,190,4,2,4,0.127619467
NEON_SRER,0.28024685,0.17365727,0.22576554,0.29235294,0.32744622,0.2674866,0.23346655,0.2903514,0.39420798,0.4018383,23.306036,38.92511,145.05063,23.528795,39.020897,164.50601,120,2,6,2,0.046889917
YUMA_SL,0.29775864,0.16604559,0.12624326,0.36587676,0.26013994,0.327718,0.22088252,0.18814425,0.4430428,0.32940912,60.7782,39.447548,100.73162,60.88761,39.515617,139.11502,120,2,12,4,0.0253711
ARM_Gothic,0.23690566,0.13063179,0.12095937,0.2410741,0.19835655,0.25322956,0.13382477,0.1425021,0.24694376,0.22847831,65.76041,26.799334,95.195114,65.841934,26.97568,137.9382,60,5,12,4,0.0103937
NEON_ORNL,0.24339467,0.11102922,0.044420496,0.28638247,0.15238369,0.23233959,0.112543374,0.06367498,0.42481795,0.22951947,34.88789,24.234312,127.038994,35.02626,24.457705,169.42986,60,41,9,3,0.147779833
NEON_SJER,0.2284755,0.13648151,0.15439478,0.25573063,0.31296417,0.2372668,0.20083179,0.24922937,0.40615723,0.48926017,26.914352,26.62058,136.43356,27.079197,26.816214,179.233,10,4,8,2,0.1005249
NEON_SJER,0.26482818,0.14442466,0.11955118,0.21905152,0.26992974,0.2889884,0.15437947,0.15993577,0.2910664,0.3438844,63.34303,26.524155,97.44271,63.441658,26.720808,140.28767,10,4,11,3,0.040860636
Appalachian_State,0.25271302,0.13499,0.067342155,0.27729735,0.16448209,0.38071525,0.37453315,0.32673693,0.5457462,0.295807,18.441557,39.147697,123.37876,18.606913,39.279003,135.83484,130,32,7,2,0.1551655
Bozeman,0.23272467,0.18533681,0.139405,0.26780286,0.19090825,0.23954082,0.18079975,0.17123038,0.31287244,0.22605518,29.685238,35.955875,117.07355,29.791536,36.16767,139.97632,190,25,7,2,0.924679875
Dayton,0.22213219,0.11267942,0.067399494,0.16318183,0.1337747,0.29128882,0.12794188,0.15435353,0.21764755,0.19948794,34.410435,35.102688,113.82221,34.514854,35.226288,140.37239,130,34,8,2,0.0558734
Monterey,0.33898547,0.20403227,0.18433802,0.2187526,0.21145888,0.31218645,0.18081585,0.2116652,0.30007628,0.25667697,34.14529,36.950397,129.30766,34.308624,37.093018,164.85745,190,4,8,2,0.060481706
NEON_MOAB,0.34332374,0.25262445,0.2756689,0.34510103,0.18606068,0.39366165,0.30029538,0.3708438,0.45145792,0.26635233,66.08675,35.906315,96.16857,66.18158,36.058475,136.19939,120,43,12,4,0.016994154
Sioux_Falls,0.26155287,0.15214117,0.11528012,0.20993032,0.18861242,0.2884109,0.19250132,0.16302323,0.4025597,0.36996207,28.613167,29.113005,136.53806,28.782253,29.299784,177.67773,10,40,6,2,0.300153
NEON_TALL,0.27155244,0.12446945,0.055719238,0.22073865,0.12365091,0.23973013,0.10385987,0.06185948,0.27524805,0.13285157,38.25341,44.037247,105.18251,38.36667,44.147755,129.60284,70,1,9,3,0.109991429
NEON_Sterling,0.26897466,0.16105781,0.17182633,0.22644825,0.31513435,0.28067642,0.18364257,0.21611924,0.29255468,0.3894109,64.83675,29.595158,90.942986,64.89528,29.77839,131.60493,11,5,1,4,0.044713
NASA_Ames,0.24431306,0.14756568,0.15719041,0.22775088,0.19732705,0.23506652,0.18513253,0.2042379,0.2549915,0.22118206,30.564125,40.164257,113.35291,30.68191,40.264046,134.97176,120,4,4,1,0.0624941
Tucson,0.27159426,0.17267157,0.16426465,0.24694422,0.19362858,0.26900852,0.20705183,0.23279127,0.28710666,0.25338247,56.85868,39.63769,94.20352,56.930603,39.758522,128.52602,190,2,12,4,0.020306
ARM_LaPorte,0.26554456,0.18491375,0.15899457,0.23863444,0.21971425,0.28742498,0.18658577,0.16108297,0.32831222,0.27558973,51.422306,22.08182,106.96602,51.505566,22.277885,150.75757,130,42,1,4,0.069838
NEON_KONZ,0.22944021,0.10716431,0.057585794,0.3783457,0.18849018,0.25681,0.15478608,0.17931142,0.41028878,0.19958173,21.193214,35.98341,123.95202,21.340212,36.101982,140.12161,130,15,7,2,0.082984231
Mount_Wilson,0.23809788,0.10970621,0.06389145,0.17966463,0.13329868,0.22084461,0.12006102,0.10614294,0.27020523,0.21204463,27.21995,39.832024,139.14897,27.420246,39.93325,165.65454,70,4,5,1,0.021358417
NEON_ORNL,0.19963485,0.09910215,0.07272454,0.16238049,0.21085146,0.20344868,0.096388206,0.08505487,0.1919083,0.20312019,36.293335,31.151884,115.1278,36.396477,31.26172,145.78381,60,41,3,1,0.051394818
NEON_SJER,0.23768006,0.112323195,0.07370446,0.23541564,0.20016517,0.2297492,0.14404176,0.13406661,0.34707016,0.32402545,30.11805,26.595707,133.84142,30.273,26.765535,176.42116,10,4,4,1,0.0459256
Univ_of_Nevada-Reno,0.27423573,0.17919098,0.14705124,0.18739967,0.16818522,0.2917812,0.21424599,0.2450876,0.2767122,0.22385514,55.804943,41.85644,109.658295,55.935707,41.92959,147.20464,190,27,10,3,0.015174308
NASA_LaRC,0.27645305,0.12765826,0.05873336,0.057533152,0.10795451,0.28196102,0.1311721,0.1441691,0.23319729,0.19464199,46.59459,40.900837,113.74492,46.704605,41.0329,149.5546,190,45,3,1,0.0553921
NEON_TEAK,0.23570605,0.15729216,0.090575375,0.17412905,0.113994464,0.2538209,0.13583583,0.116785385,0.26943326,0.21503988,43.059265,30.097555,120.575516,43.19695,30.272343,162.48097,70,4,9,3,0.569416545
NEON_ORNL,0.29433575,0.15048023,0.07603478,0.3418357,0.17719339,0.3026034,0.20618,0.19180799,0.53229344,0.27835056,30.497173,43.758923,131.88297,30.68507,43.883144,159.10046,60,41,8,2,0.139045
NEON_MOAB,0.25299466,0.14389834,0.23197325,0.31222302,0.38251296,0.2720749,0.2045159,0.3164891,0.41636196,0.48392764,54.42328,35.662514,109.589355,54.549202,35.81559,149.62427,120,43,10,3,0.0106696
Railroad_Valley2,0.2488764,0.23301591,0.3469069,0.3786544,0.40714002,0.31962916,0.39599273,0.46942288,0.4945159,0.50131035,51.902992,24.821426,109.62886,52.011295,25.012884,152.4062,200,27,10,3,0.0038451
Sevilleta,0.19680594,0.15116648,0.22057642,0.29070088,0.3298178,0.2035197,0.20078571,0.27999508,0.32914594,0.36473373,23.526876,22.694174,135.08093,23.70742,22.88579,158.44319,120,30,5,1,0.020999364
MAXAR_FUTON,0.24248701,0.119195454,0.114855304,0.3221091,0.278693,0.24825156,0.16693753,0.15505703,0.40678224,0.3589456,46.490147,34.940094,117.32953,46.622967,35.095623,157.2717,11,5,9,3,0.0335683
Cascade_Airport,0.23594782,0.15671697,0.12325101,0.20451461,0.22619277,0.22337742,0.1406156,0.11933347,0.2867533,0.27073708,26.542646,38.82145,117.454056,26.665148,38.900608,136.95894,150,11,7,2,0.555035133
Easton-MDE,0.30136424,0.15183812,0.09161613,0.27586597,0.16363779,0.29061902,0.1669611,0.13810992,0.3872762,0.22267549,34.685383,39.443832,128.49338,34.848328,39.58084,162.19585,11,19,8,2,0.162682
Univ_of_Nevada-Reno,0.2136651,0.14990516,0.15503234,0.24756095,0.20404872,0.20621803,0.17059094,0.18426019,0.24603507,0.21409391,27.327715,31.467731,122.48176,27.453722,31.580938,146.34064,190,27,8,2,0.089714545
GSFC,0.27174947,0.15575564,0.09720794,0.18518157,0.1667213,0.30060586,0.15673995,0.15290609,0.23413476,0.22515415,65.14018,22.086874,92.81439,65.22112,22.310856,135.98958,190,19,12,4,0.077196875
NREL-Golden,0.18953502,0.13861136,0.1275035,0.24956669,0.21482243,0.19111729,0.16373496,0.1839945,0.309056,0.26253822,23.725002,22.304604,135.5098,23.8894,22.544016,160.80545,10,5,6,2,0.398629286
Monterey,0.27888402,0.17699128,0.15496176,0.20542547,0.17560543,0.2740083,0.20820835,0.20282985,0.2820373,0.24397579,29.693031,36.829945,136.30632,29.881008,36.974022,169.04114,190,4,5,1,0.0400838
ARM_SGP,0.24648878,0.13492341,0.095990434,0.23220745,0.24191198,0.27499142,0.15884593,0.16262676,0.3240626,0.31484285,60.700386,21.963354,97.45537,60.774796,22.18766,141.20546,11,35,1,4,0.093293533
Tucson,0.2987159,0.22918092,0.27032217,0.3751684,0.30198687,0.34798133,0.350505,0.37414905,0.47893077,0.41577405,21.686487,37.894142,145.70282,21.910095,37.993633,163.90979,190,2,6,2,0.08100175
UH_Sugarland,0.2829499,0.16481444,0.10813295,0.36935753,0.23060836,0.27607203,0.20668186,0.14215645,0.46169016,0.30574334,28.669233,37.385067,135.09387,28.852201,37.448944,166.33342,10,42,8,2,0.0338065
Tucson,0.21975961,0.16841954,0.19859363,0.25108406,0.25332838,0.24598157,0.23172249,0.26600844,0.3373021,0.30637962,40.087894,22.009485,118.69326,40.2183,22.21742,157.96118,190,2,9,3,0.0423976
Tucson,0.23669313,0.1688247,0.1808013,0.23112682,0.22598514,0.2673865,0.21102777,0.2237051,0.31414202,0.27903354,57.509995,22.013523,100.67129,57.61254,22.215199,143.44562,190,2,11,3,0.030113455
VirginiaTech,0.33720693,0.17409194,0.120871104,0.27541184,0.24721111,0.2804337,0.19396886,0.15529963,0.40720296,0.27733606,24.891829,40.683353,139.24289,25.080532,40.785267,162.54816,190,45,7,2,0.295792
NEON_Bartlett,0.3090347,0.19598205,0.16767497,0.4219724,0.2645706,0.23953997,0.13335529,0.072970994,0.5825404,0.25146735,28.84755,22.133394,129.84933,28.969742,22.364508,163.8305,90,28,7,2,0.056439667
ARM_LaPorte,0.25055274,0.16859259,0.19858314,0.3193207,0.30356333,0.28625,0.17135751,0.12637237,0.3147703,0.30114385,54.9924,22.08149,103.449585,55.066097,22.277891,147.18814,130,42,1,4,0.0445544
Meridian_DEQ,0.22720903,0.15487501,0.17451389,0.2779824,0.22664094,0.24194314,0.18495345,0.21938436,0.35439953,0.2922873,36.319817,31.765991,126.69342,36.456085,31.910685,167.02884,190,11,8,2,0.069124
Sacramento_CARB,0.2636431,0.15605387,0.120264575,0.16869335,0.14689505,0.2898801,0.18161875,0.16960952,0.23795418,0.2014445,51.68029,35.464165,108.4787,51.78446,35.618233,147.7004,190,4,2,4,0.036797875
NEON_CLBJ,0.32812828,0.2780464,0.21553515,0.31700435,0.26542464,0.2565056,0.18196437,0.17782536,0.25645292,0.2707734,28.940035,34.102814,119.017456,29.068617,34.217777,142.33757,130,42,4,1,0.060405
Univ_of_Nevada-Reno,0.31759915,0.19578712,0.1650374,0.184306,0.16150293,0.32070816,0.21183316,0.22264145,0.23727857,0.2000242,58.975773,41.73629,100.831474,59.06521,41.83914,137.70834,190,27,2,4,0.013151545
Univ_of_Nevada-Reno,0.1967905,0.15866855,0.17458577,0.22504252,0.2089474,0.2012298,0.15908988,0.17533864,0.25647616,0.21156015,21.708134,31.29194,127.248146,21.873281,31.43632,144.63338,190,27,6,2,0.025058857
Univ_of_Houston,0.2257033,0.14320584,0.13291514,0.2467282,0.23202237,0.24783587,0.20283605,0.2105546,0.30718732,0.28534606,32.7194,21.987131,126.08142,32.85223,22.1784,165.11652,190,42,3,1,0.0597055
IMPROVE-MammothCave,0.29727548,0.14816488,0.06668059,0.15176895,0.15609471,0.28602657,0.1400184,0.11168994,0.27988708,0.25247627,62.26094,42.075356,89.08296,62.326385,42.170437,123.66863,130,16,12,4,0.029835143
NEON_WREF,0.2634032,0.121309094,0.04074009,0.22487806,0.065627545,0.28079137,0.10448531,0.05780746,0.20590612,0.104392715,65.19661,22.979385,95.00204,65.29542,23.195942,137.8691,70,46,11,3,0.044324538
NEON_TALL,0.2802342,0.11756961,0.081856556,0.3144724,0.17195436,0.23903352,0.13996926,0.085022315,0.4361251,0.24091639,28.221804,32.71245,137.49107,28.403318,32.89245,173.34181,70,1,4,1,0.067597
Meridian_DEQ,0.22969857,0.12942225,0.13918126,0.24985321,0.21423984,0.201235,0.13753976,0.1563407,0.29873696,0.20325398,26.543736,39.191593,116.6429,26.680902,39.26891,135.22794,190,11,5,1,0.027889333
NEON_KONZ,0.22632621,0.12462238,0.12853809,0.18557248,0.29422536,0.23913437,0.15698043,0.20106348,0.27225468,0.38457346,39.459133,22.018438,119.73172,39.57017,22.248774,161.29834,130,15,3,1,0.067572667
Granite_Island,0.29551202,0.2542488,0.29125777,0.30532533,0.3001215,0.2200637,0.07309395,0.04156583,0.025063666,0.018002618,30.42248,23.548948,126.20001,30.54496,23.742966,156.10834,210,21,6,2,0.197644
MAXAR_FUTON,0.22550246,0.14752156,0.14124715,0.33069465,0.29637927,0.20207213,0.1419973,0.15016675,0.3063237,0.32098234,29.507801,38.295624,115.923096,29.60812,38.43599,138.15881,11,5,8,2,0.1299313
Taylor_Ranch_TWRS,0.20545594,0.12653321,0.12985022,0.18741328,0.21749161,0.22802646,0.1610752,0.19714867,0.26924485,0.3237468,46.050507,22.002342,113.26136,46.160007,22.238508,154.7049,120,11,9,3,0.185242563
NEON_Sterling,0.323627,0.19499415,0.18060523,0.29370052,0.35562372,0.33779404,0.220319,0.24031511,0.34318158,0.43608907,67.508446,42.821014,96.59794,67.6056,42.951515,134.07555,11,5,11,3,0.0324157
NEON_OSBS,0.22687726,0.115117416,0.07454972,0.20534393,0.16425511,0.25344512,0.12011769,0.11171402,0.2842037,0.22827177,52.450283,24.246891,106.56234,52.52372,24.409754,150.10925,120,9,1,4,0.027613667
Univ_of_Nevada-Reno,0.26233315,0.17074469,0.17951688,0.20396858,0.19469944,0.28077886,0.20911936,0.24526308,0.30247968,0.24464995,47.344616,41.705048,113.54397,47.45303,41.77809,149.22353,190,27,3,1,0.024815727
Missoula_Health_Dpt,0.3201385,0.17967011,0.09739926,0.13160886,0.18443468,0.4474918,0.32333612,0.43716142,0.460369,0.28419742,56.554417,36.0973,107.89078,56.667152,36.21862,147.8564,190,25,10,3,0.15917125
Univ_of_Nevada-Reno,0.24188852,0.1550184,0.17006846,0.23874544,0.19492729,0.24444066,0.18724558,0.19838597,0.23651706,0.20882674,53.142452,31.35291,99.0422,53.238358,31.466333,134.7756,190,27,10,3,0.029762889
BONDVILLE,0.24508007,0.1393444,0.14384009,0.17417984,0.2173849,0.2678105,0.13760637,0.13655017,0.22272585,0.27226818,53.38269,21.962664,104.85262,53.46164,22.193937,148.41434,11,12,2,4,0.0574427
Dayton,0.29092962,0.23550236,0.27174363,0.3090425,0.2635115,0.36211023,0.30746663,0.2650661,0.45397064,0.33660775,66.40148,22.113125,92.21753,66.49133,22.352156,135.84938,130,34,12,4,0.076886667
NEON_ONAQ,0.23302668,0.1293795,0.14003466,0.18884793,0.25882885,0.2488095,0.19030018,0.22381419,0.30738378,0.3659591,47.7884,21.991268,111.52403,47.895885,22.225708,152.95003,120,43,9,3,0.082087625
Meridian_DEQ,0.26041412,0.1507416,0.14772981,0.2227571,0.22265118,0.27175665,0.16991012,0.20028178,0.29448277,0.27810463,61.84159,22.706476,95.45226,61.933094,22.918354,137.08417,190,11,10,3,0.0339045
South_Greenbay,0.3004671,0.16640642,0.13284469,0.13769473,0.0748596,0.26084775,0.14084865,0.102303766,0.10614357,0.07544502,26.072014,39.991013,116.31468,26.212145,40.097057,134.13417,210,48,6,2,0.11405375
Denver_LaCasa,0.23359886,0.16268484,0.18533503,0.23688568,0.19978142,0.21831787,0.1723321,0.19317082,0.25395423,0.2532679,25.551537,22.13344,133.47409,25.701012,22.347462,163.94879,190,5,7,2,0.139432231
Appalachian_State,0.21228944,0.12048667,0.08215955,0.15137938,0.14539881,0.24030717,0.121463485,0.099650495,0.22431391,0.21383114,58.03666,22.06239,100.157585,58.136547,22.287497,142.1411,130,32,11,3,0.015973167
Easton-MDE,0.25992906,0.14560144,0.10956644,0.29651466,0.2015494,0.23490077,0.16707599,0.1393406,0.40919125,0.2710778,26.089125,22.398438,135.28574,26.245226,22.624224,170.52104,11,19,7,2,0.1699495
MAXAR_FUTON,0.2672068,0.15296149,0.11270978,0.39136243,0.28380415,0.25104916,0.18437248,0.1646066,0.42807946,0.39383465,30.59291,34.81937,132.65544,30.7535,34.944916,167.91829,11,5,8,2,0.319876143
NEON_LENO,0.25695375,0.119846806,0.04813804,0.2716117,0.12270373,0.22442064,0.10826677,0.061023053,0.39806437,0.18933687,20.624977,30.456015,145.72371,20.840528,30.613407,169.90031,160,1,7,2,0.122264091
MAXAR_FUTON,0.21671541,0.114588715,0.078395344,0.35576034,0.22589207,0.20106187,0.1412152,0.12364308,0.41713932,0.2792685,25.691385,22.08352,134.19598,25.855476,22.30873,161.84962,11,5,5,1,0.108700667
Easton-MDE,0.26427516,0.1553621,0.12208494,0.30445182,0.20179051,0.24276423,0.13586527,0.114051096,0.41960347,0.2531948,21.215822,34.349106,125.05659,21.373474,34.50446,141.03816,11,19,7,2,0.242377
Lewis-Clark_ID_USA,0.25868,0.15810017,0.11433809,0.21824959,0.17028718,0.26547146,0.16845986,0.15828542,0.32367575,0.21247542,40.20671,41.26849,122.76669,40.340996,41.40319,157.43097,190,11,8,2,0.080742133
NEON_TEAK,0.18059592,0.079805054,0.04390918,0.13838767,0.101846695,0.1499019,0.069725,0.055354,0.17603941,0.11045479,18.525934,44.502712,118.43576,18.70201,44.58972,129.3888,70,4,6,2,0.035630357
