index,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,SolZ_F,SenZ_F,SCA_F,SolZ_B,SenZ_B,SCA_B,lc,province,month,season,Fine_Mode_AOD_500nm
ARM_SGP,0.2807035,0.19859557,0.16488425,0.2740276,0.28105295,0.29617384,0.18955176,0.18609506,0.33168867,0.3612274,43.011395,37.28317,120.7649,43.151814,37.486416,158.94986,11,35,9,3,0.8929914
Pinehurst_Idaho,0.27254224,0.15279482,0.09855571,0.18474637,0.1451486,0.27425814,0.13303122,0.09396392,0.26355904,0.20767184,49.261024,42.11126,113.729744,49.384354,42.271214,149.95815,190,11,3,1,0.044071
NASA_LaRC,0.33323264,0.19248007,0.14446427,0.2339192,0.117366016,0.3015747,0.17063843,0.16285822,0.26426554,0.15034002,25.150202,40.841778,140.17813,25.350603,40.911915,163.1817,190,45,6,2,0.063976
ARM_Gothic,0.17420162,0.1074859,0.080264896,0.351019,0.18142574,0.17519403,0.11342054,0.09678442,0.31439856,0.21879461,26.864996,27.30764,126.10132,27.0056,27.503334,151.86195,60,5,8,2,0.0227115
Lake_Erie,0.28240773,0.15210836,0.056493223,0.025853546,0.009963819,0.28888243,0.13537341,0.06797373,0.031448938,0.010939536,49.811848,38.44295,114.982025,49.940052,38.618626,153.62288,210,34,9,3,0.145003444
NEON_UKFS,0.30088478,0.15203051,0.09193733,0.3148945,0.2551216,0.43857327,0.4021397,0.26802972,0.6030517,0.38107267,44.42716,44.087055,120.07187,44.5781,44.18478,154.54904,60,15,9,3,0.087879
Fresno_2,0.21084261,0.1420823,0.14753214,0.2161438,0.21546832,0.20557055,0.16724886,0.17655918,0.24980612,0.23028731,21.063463,27.67557,131.2794,21.223246,27.86347,150.46773,190,4,7,2,0.0476681
NASA_LaRC,0.22887106,0.119527526,0.080995835,0.28995308,0.17482623,0.22189203,0.13534638,0.091300406,0.37024045,0.24357852,29.378742,22.738756,132.84825,29.537598,22.959543,169.51497,190,45,4,1,0.0638425
Kellogg_LTER,0.357362,0.29059172,0.2238464,0.21713702,0.2833897,0.38451514,0.2887632,0.39043865,0.42073604,0.32987174,48.203777,43.956043,100.2062,48.274796,44.05056,130.44511,11,21,3,1,0.25486
Meridian_DEQ,0.21225993,0.1368057,0.16209503,0.27811474,0.23633249,0.20978352,0.1631664,0.20713066,0.32049084,0.28758892,27.026388,22.751993,130.72334,27.173923,22.973845,160.21936,190,11,7,2,0.057478273
YUMA_SL,0.29437393,0.2118565,0.2523565,0.3314386,0.31913894,0.27237874,0.22621796,0.19520406,0.49660388,0.37134075,25.696201,39.266052,141.66399,25.907269,39.36179,165.93192,120,2,5,1,0.055068636
CalTech,0.22207397,0.122119665,0.0920222,0.22364964,0.15152092,0.1898266,0.10772882,0.10343214,0.24571227,0.17069444,17.289465,36.92497,126.0016,17.48255,37.059547,136.71625,190,4,6,2,0.06217025
Granite_Island,0.25873032,0.115422465,0.040562876,0.028980149,0.009799179,0.24975933,0.09168827,0.05413702,0.0455613,0.014315014,44.942223,39.995876,102.23466,45.029804,40.101223,131.53555,210,21,9,3,0.0694198
USGS_Flagstaff_ROLO,0.18821968,0.10994886,0.10952377,0.15476023,0.16693363,0.2134436,0.1326997,0.15588604,0.21322332,0.21095073,51.97152,25.653353,104.29632,52.041874,25.851984,145.27386,70,2,2,4,0.0163381
NEON_RMNP,0.16342093,0.09104777,0.06613746,0.16560239,0.14713272,0.15802479,0.093885295,0.083606385,0.21352072,0.16401121,23.817713,23.378275,133.3746,23.977087,23.619175,157.16461,70,5,6,2,0.170254273
Univ_of_Houston,0.36354804,0.23817079,0.21302064,0.3129585,0.25991327,0.38831303,0.27704796,0.2318656,0.39136836,0.32439715,43.02632,38.812607,121.01229,43.177277,38.87159,158.4265,190,42,10,3,0.281275
NEON_KONZ,0.26625237,0.12326792,0.06443853,0.3927132,0.21138968,0.23464479,0.14567938,0.08738706,0.5027043,0.25678605,26.05746,37.616776,138.07507,26.238445,37.761047,165.90813,130,15,7,2,0.074436545
PNNL,0.20923737,0.1417494,0.10917299,0.19953656,0.18414745,0.2329951,0.103324965,0.08546863,0.15478489,0.17911011,43.720253,22.337563,114.08537,43.823936,22.56647,154.01471,120,46,4,1,0.026582667
Red_Mountain_Pass,0.39027342,0.34015334,0.29202938,0.3784209,0.048740186,0.43238503,0.4360143,0.37912196,0.45435962,0.06886874,37.906845,44.447372,124.90969,38.065628,44.542976,156.44487,130,5,4,1,0.033029
Taylor_Ranch_TWRS,0.24312475,0.116222925,0.06329812,0.10286361,0.086449064,0.23691876,0.11925543,0.09881985,0.17738427,0.20265654,62.262196,34.16772,89.69826,62.348476,34.299793,126.446,120,11,10,3,0.0151733
IMPROVE-MammothCave,0.23602428,0.1151157,0.04901789,0.13733469,0.16845967,0.2615834,0.13615708,0.12793536,0.30361077,0.26702476,59.14598,23.284788,98.15498,59.210075,23.520535,141.08115,130,16,1,4,0.034433846
NEON_SJER,0.39515918,0.3466675,0.29357374,0.38509035,0.28452805,0.5918502,0.5308825,0.5333488,0.6260144,0.36947402,44.074345,26.54733,116.3994,44.174553,26.720293,159.31734,10,4,3,1,0.105483
ARM_SGP,0.25552964,0.15285133,0.13402416,0.32518506,0.3220306,0.25755906,0.18610868,0.18949245,0.37941048,0.28386325,20.017252,37.566532,123.02917,20.190378,37.6729,136.18654,11,35,6,2,0.16413
GSFC,0.2602327,0.14817497,0.09060084,0.2486806,0.17786053,0.2531997,0.15463066,0.12591274,0.355779,0.24507427,32.15712,35.494343,133.05447,32.32044,35.64823,169.23628,190,19,5,1,0.109364182
Missoula_Waterworks,0.22255331,0.10765242,0.069970496,0.21722244,0.2154323,0.23302338,0.13358857,0.113644525,0.30650362,0.26496792,47.59613,22.189999,112.15657,47.69909,22.416384,154.0536,150,25,9,3,0.043296571
NCAR,0.19967075,0.12344713,0.12713705,0.21428262,0.20195498,0.19480555,0.13598219,0.14175563,0.2069971,0.263005,35.87008,39.84996,109.9298,35.982433,39.953644,135.31429,190,5,4,1,0.0268315
USDA_ALARC,0.2682298,0.13973103,0.12606804,0.3269787,0.28105992,0.3090885,0.22894242,0.2791551,0.397974,0.33765167,59.480434,30.877974,102.13146,59.580036,31.01036,143.83765,11,2,11,3,0.0203044
Modesto,0.23500939,0.15879208,0.143494,0.21224082,0.19954887,0.24932988,0.16649754,0.17198433,0.29005313,0.23696983,35.81675,22.25028,124.65173,35.95678,22.476551,164.52805,190,4,9,3,0.33323775
Univ_of_Nevada-Reno,0.30809307,0.21322252,0.20568532,0.24465618,0.20737086,0.3013121,0.21870892,0.22222808,0.2574425,0.22329015,64.09922,31.352114,91.253525,64.15503,31.524332,131.1401,190,27,1,4,0.004999
IMPROVE-MammothCave,0.298727,0.14062811,0.076383896,0.15469052,0.17157371,0.28833008,0.11279856,0.086924314,0.20681389,0.22619204,59.739277,42.25925,93.20875,59.799442,42.35299,128.04404,130,16,1,4,0.074643545
NEON_TEAK,0.23121984,0.10440866,0.04688016,0.100557335,0.094978034,0.2313873,0.11615149,0.08806561,0.26489258,0.16809691,48.940056,30.210598,114.254944,49.072002,30.35622,156.14037,70,4,10,3,0.03603675
PNNL,0.27026695,0.15214932,0.1469678,0.23340876,0.21715783,0.2508294,0.18120944,0.1921361,0.35803545,0.27288535,32.049103,31.80174,133.2132,32.198875,31.912453,173.18344,120,46,6,2,0.025056118
Kellogg_LTER,0.2610601,0.12979479,0.102802575,0.27001798,0.16848727,0.2286936,0.0940881,0.07338223,0.1480142,0.16315952,29.119526,44.10784,111.05901,29.24963,44.20166,129.72255,11,21,5,1,0.077363
USDA_ALARC,0.2362561,0.1518539,0.15822256,0.37748814,0.3161461,0.25487617,0.23299593,0.32717925,0.44324496,0.41855073,26.655903,31.022285,139.55037,26.84049,31.151808,175.32156,11,2,5,1,0.032593833
ARM_SGP,0.31630206,0.16640882,0.161153,0.2697245,0.32196024,0.32364762,0.17787516,0.21730615,0.34174564,0.40083507,63.629536,37.405087,98.99764,63.733402,37.576588,138.44867,11,35,12,4,0.0320086
NEON_KONZ,0.261525,0.13344778,0.07423753,0.35058498,0.20748614,0.22919816,0.12812068,0.09005074,0.43419084,0.24328026,36.263405,35.863766,111.674126,36.362133,36.010487,138.69733,130,15,9,3,0.194879429
Pinehurst_Idaho,0.22565232,0.11221994,0.075397566,0.297574,0.15370306,0.20300654,0.100513406,0.06586547,0.29979172,0.18822257,29.078608,25.916676,125.05535,29.195744,26.100471,152.59251,190,11,6,2,0.04461275
NEON_ORNL,0.24487284,0.11364665,0.067340165,0.19252442,0.16654937,0.24767739,0.10354062,0.08496126,0.2383543,0.19156538,56.46667,31.326443,96.39003,56.544075,31.464346,133.41579,60,41,11,3,0.024716091
NEON_Sterling,0.2025232,0.13111353,0.16076556,0.30030265,0.3456422,0.18675043,0.15421224,0.18741794,0.3381213,0.36378834,23.12363,29.733494,127.357895,23.27566,29.888176,147.06664,11,5,7,2,0.066896429
YUMA_SL,0.21308176,0.18710086,0.24053976,0.3232075,0.31908923,0.24871752,0.22235322,0.24516279,0.43732616,0.35194147,37.022152,22.017828,122.69635,37.15164,22.222996,162.25226,120,2,9,3,0.041794
NEON_ORNL,0.26185635,0.22632773,0.10458372,0.45779225,0.18326996,0.22910291,0.13719322,0.0869545,0.5626967,0.32953516,22.15532,24.271051,143.16045,22.354946,24.496508,171.1056,60,41,6,2,0.132351833
Appalachian_State,0.2813321,0.13399854,0.06958796,0.15663278,0.15591355,0.2946202,0.15504642,0.11508958,0.23694593,0.24099733,59.20943,36.154537,104.33321,59.328064,36.269337,144.2634,130,32,11,3,0.047860294
Goldstone,0.27726007,0.20026682,0.28206837,0.35452643,0.43391836,0.27124774,0.27826864,0.35085437,0.4290862,0.5035835,26.055124,44.349888,139.87592,26.272785,44.441246,160.57289,120,4,5,1,0.0
NEON_CVALLA,0.36042553,0.27997312,0.27945286,0.2660663,0.2752131,0.27245274,0.1542314,0.13434087,0.15993796,0.28376707,48.72566,33.32091,111.842514,48.83393,33.453846,151.96288,11,5,3,1,0.0359294
Wallops,0.31378847,0.20260523,0.1642593,0.34631327,0.25865555,0.2277616,0.13995308,0.11840603,0.35811478,0.21878077,21.101532,30.187792,128.75111,21.27638,30.337366,145.11906,10,45,6,2,0.13702325
NEON_LENO,0.23822346,0.11410263,0.09329358,0.12789412,0.12999687,0.25223777,0.115519546,0.10334923,0.18523644,0.18792951,45.92116,30.340767,113.68417,46.017647,30.527962,154.71773,160,1,2,4,0.023227462
Missoula_Pt_Six,0.26870823,0.12415946,0.06857752,0.16446555,0.15046312,0.2685339,0.1489534,0.12355286,0.2989449,0.24601407,54.36323,35.847385,109.8946,54.475086,35.99948,149.87477,70,25,9,3,0.026202333
Univ_of_Houston,0.27785146,0.1607587,0.14651187,0.17775533,0.20537035,0.30688658,0.2638006,0.22622532,0.38013926,0.3621945,41.564575,39.702015,108.24263,41.64668,39.753464,138.61281,190,42,2,4,0.0978455
Dayton,0.21736136,0.13446827,0.118359335,0.32734096,0.2387718,0.25151956,0.12099361,0.13429904,0.28002483,0.22508895,32.3061,35.103104,115.63999,32.41336,35.22627,140.99757,130,34,8,2,0.111564727
NASA_Ames,0.24797179,0.16042492,0.17238668,0.28424132,0.2355218,0.24131975,0.19765481,0.21991971,0.31344393,0.26295626,26.895111,22.344545,132.03123,27.060375,22.568037,160.21451,120,4,5,1,0.061039688
Brookhaven,0.2380575,0.13306023,0.111798905,0.25881115,0.16323322,0.20266913,0.1042582,0.10387667,0.26997715,0.17235295,25.291382,40.747616,116.19534,25.430538,40.848816,132.97614,190,31,5,1,0.022238
MD_Science_Center,0.23958994,0.17121768,0.15286152,0.20459904,0.17996569,0.24996586,0.15417254,0.15189724,0.19223158,0.21927713,37.22502,21.990505,121.57524,37.354946,22.222713,160.82513,190,19,4,1,0.194735444
Tucson,0.2563118,0.17655958,0.20261306,0.27653083,0.2513065,0.23192343,0.20626496,0.23472208,0.30001616,0.27774495,15.5051,39.548004,125.154564,15.706074,39.635227,133.81969,190,2,6,2,0.076098286
Wallops,0.33412573,0.20735875,0.08078108,0.19303751,0.15771453,0.46351856,0.34434152,0.49678108,0.5406332,0.34695703,37.23934,43.6711,126.35738,37.396935,43.797794,158.2626,10,45,8,2,0.107531333
Kellogg_LTER,0.28221995,0.14896867,0.09130592,0.18801714,0.18904568,0.30348945,0.1312969,0.11049054,0.21128629,0.22926146,66.3641,27.506908,95.36201,66.45653,27.705936,137.84662,11,21,11,3,0.046918333
NEON_UKFS,0.35271034,0.20491263,0.14999297,0.37417543,0.28593397,0.39478147,0.34207627,0.2171739,0.5915876,0.36828405,29.273434,44.204926,133.25223,29.460756,44.360115,158.94626,60,15,7,2,0.1767355
TABLE_MOUNTAIN_CA,0.25823775,0.12423007,0.10233993,0.25421038,0.18266526,0.21802118,0.13697603,0.12863721,0.32000503,0.24024828,23.859537,41.458027,142.69536,24.080338,41.582546,162.17607,70,4,6,2,0.040561
NEON_UKFS,0.24587229,0.11407663,0.066452675,0.34416607,0.1730854,0.22050686,0.13237162,0.077069655,0.50805086,0.267922,24.84997,25.197197,138.66866,25.013233,25.382936,177.06595,60,15,7,2,0.0472018
NEON_TEAK,0.1907329,0.0863046,0.04959757,0.14306217,0.11669809,0.15296705,0.06977603,0.05450987,0.1630408,0.11857306,18.438711,44.59478,118.48185,18.604193,44.710754,129.41153,70,4,6,2,0.028668
CalTech,0.23123814,0.12916335,0.0744734,0.1674881,0.11973664,0.2684207,0.14759971,0.12123272,0.2666415,0.19353431,59.278893,22.098372,99.7239,59.383137,22.310173,142.70343,190,4,11,3,0.059125455
Dayton,0.33263496,0.21364787,0.17620176,0.3559368,0.30703694,0.32037312,0.17039435,0.15746993,0.31363836,0.3097035,62.684998,35.225597,89.73655,62.75857,35.319984,126.73526,130,34,11,3,0.16808
Carmel_Valley,0.27140337,0.15294205,0.09942596,0.18661007,0.15896049,0.269289,0.15431218,0.1591486,0.2852703,0.2431435,54.468113,36.741783,95.521225,54.573578,36.85318,129.24762,40,4,10,3,0.015942
NCAR,0.19116345,0.115783855,0.10650558,0.261512,0.21393907,0.19040543,0.1528008,0.13975205,0.30810928,0.24650313,23.410242,22.563738,135.0042,23.57086,22.794556,160.66585,190,5,7,2,0.060172778
ARM_LaPorte,0.22245355,0.1369747,0.0962145,0.34686792,0.22653516,0.22946884,0.18879038,0.15637445,0.40477055,0.27345502,22.71789,22.07025,138.45653,22.897907,22.264688,167.78082,130,42,8,2,0.058232833
Taylor_Ranch_TWRS,0.20429702,0.09297877,0.05545398,0.09900237,0.14116274,0.22120923,0.10791835,0.09821895,0.16903713,0.2700821,45.826134,22.019566,113.58798,45.933395,22.251913,154.97859,120,11,9,3,0.041695429
NEON_ORNL,0.2732148,0.18916656,0.11154078,0.29636127,0.1435722,0.2886288,0.20691006,0.16939417,0.41072366,0.25591657,25.195469,24.179985,138.07587,25.368435,24.386948,175.04062,60,41,7,2,1.303785167
SDSU_IPLab,0.245391,0.1887562,0.15479603,0.2637276,0.20098051,0.27836245,0.18952297,0.17091419,0.31574824,0.2505674,47.3203,25.147047,107.95899,47.41424,25.36432,145.51721,190,40,9,3,0.893905714
PNNL,0.29413873,0.1721052,0.1510632,0.22790152,0.19690159,0.30978882,0.18664594,0.19688638,0.27230334,0.23514034,56.039642,31.712908,107.57182,56.15245,31.884329,149.01886,120,46,10,3,0.0488478
U_of_Wisconsin_SSEC,0.3755995,0.23340257,0.123194,0.16837803,0.1528911,0.38099003,0.1391793,0.09353476,0.08890286,0.13469571,71.59584,44.68835,92.52218,71.71166,44.756733,129.32932,190,48,12,4,0.018907667
MD_Science_Center,0.27721286,0.16029097,0.13326557,0.15984973,0.19207211,0.26072994,0.1377418,0.12858266,0.15520026,0.17383566,39.188026,37.540874,108.24886,39.29582,37.68322,135.9936,190,19,9,3,0.060147
U_of_Wisconsin_SSEC,0.4246669,0.3103549,0.22228152,0.2846904,0.25960043,0.5155295,0.37834552,0.47747782,0.48755205,0.36225322,56.9069,44.597057,109.11579,57.038433,44.72557,145.47377,190,48,10,3,0.126236667
White_Sands_HELSTF,0.24141598,0.16272241,0.23041593,0.2969156,0.38529846,0.21815965,0.21729493,0.26824263,0.33609453,0.4109775,18.227793,36.890324,125.034996,18.428322,37.018406,135.80121,120,30,5,1,0.0167095
Billerica,0.25037044,0.12684897,0.063284226,0.24913901,0.13355242,0.23049739,0.11351514,0.07622327,0.39405194,0.2004393,30.1335,21.9998,129.80736,30.261557,22.233578,166.83789,190,20,8,2,0.24919175
NEON_MLBS,0.24089703,0.10514594,0.044782046,0.19123025,0.15140261,0.24835798,0.13405518,0.1583925,0.37405968,0.26481056,24.043978,34.52304,122.8881,24.183704,34.58335,142.43494,60,45,8,2,0.091675
NEON_CVALLA,0.2478417,0.14553602,0.1219488,0.22898838,0.26007995,0.25420156,0.16223472,0.17567,0.315116,0.26916185,49.454857,39.731144,98.38764,49.549904,39.80539,129.24533,11,5,10,3,0.037043778
NEON_SCBI,0.22398813,0.113550596,0.046903763,0.31849974,0.1219321,0.27817848,0.14579237,0.082329795,0.456208,0.21661003,40.89969,25.163633,114.14866,41.010418,25.375572,149.14098,60,45,9,3,0.237765
NEON_ONAQ,0.2728654,0.15677486,0.15308924,0.21392983,0.2752506,0.2745561,0.17528157,0.20998831,0.2748116,0.35910252,64.23789,35.885315,88.47886,64.31434,35.976498,125.67466,120,43,11,3,0.0269832
USGS_Flagstaff_ROLO,0.24632588,0.16798936,0.1640459,0.227996,0.19493178,0.23558787,0.1825529,0.19691718,0.3248611,0.28366697,29.521866,29.324894,135.49838,29.702457,29.525713,176.84659,70,2,4,1,0.0244408
Pinehurst_Idaho,0.23903303,0.1263952,0.084605806,0.15538129,0.1284683,0.2229183,0.0957677,0.076612115,0.21399052,0.14475362,40.105194,43.028885,104.35582,40.19367,43.094776,130.20906,190,11,4,1,0.03036425
Sandia_NM_PSEL,0.23989065,0.19095139,0.23931362,0.30860466,0.30330336,0.22371826,0.22753781,0.2575693,0.3180495,0.33956698,20.882496,22.40817,138.14485,21.057215,22.61321,161.01164,190,30,7,2,0.11691875
Lake_Erie,0.26464325,0.16495869,0.101051986,0.08711373,0.07781644,0.31434906,0.19794007,0.14580594,0.17257401,0.08913166,31.062746,22.388378,129.82446,31.205582,22.621822,168.65631,210,34,8,2,0.470470167
EPA-Res_Triangle_Pk,0.26638603,0.13811679,0.09918329,0.16687097,0.16006723,0.2839761,0.13483122,0.12696074,0.23123588,0.20308806,60.356777,30.335432,99.28808,60.437828,30.451395,140.98264,130,32,1,4,0.024862778
U_of_Wisconsin_SSEC,0.23507163,0.13447067,0.098828,0.15777645,0.15259941,0.24985117,0.10850074,0.18119042,0.21127717,0.2005171,44.18244,26.54768,117.26355,44.30592,26.704176,160.17242,190,48,3,1,0.08632475
NEON_SJER,0.23203608,0.12104788,0.13530038,0.25826028,0.29720888,0.21844386,0.15767604,0.1854838,0.34980124,0.38845572,25.081396,26.52518,141.03593,25.271389,26.742596,175.41727,10,4,5,1,0.044760615
NEON-CPER,0.2395412,0.15640076,0.1879501,0.24603009,0.37940812,0.25698906,0.21073161,0.25009024,0.32060668,0.48290563,39.71324,34.15737,123.43638,39.83465,34.258247,162.86372,130,5,4,1,0.036727
NEON_UKFS,0.33149275,0.18117301,0.106787734,0.2769498,0.21273573,0.3242906,0.16123378,0.12580054,0.34038657,0.2800041,52.74466,44.116657,112.05679,52.881775,44.21348,148.09035,60,15,10,3,0.194689
NEON_Sterling,0.25343287,0.17568773,0.21828635,0.33671364,0.41345146,0.24843156,0.19507454,0.26195028,0.38225168,0.42609373,25.200329,24.451015,139.0125,25.372463,24.62861,174.17169,11,5,6,2,0.183325
IMPROVE-MammothCave,0.20795825,0.104461506,0.03988815,0.31517085,0.13733703,0.21297763,0.09809997,0.061427854,0.38477606,0.19924602,29.466782,23.255848,127.36596,29.596275,23.461973,159.17085,130,16,8,2,0.12431075
GSFC,0.24558699,0.14076817,0.09295639,0.22279806,0.14974472,0.23858353,0.12450402,0.091365546,0.27858692,0.15602303,37.16836,38.42565,109.10101,37.273926,38.534294,135.13383,190,19,9,3,0.136939
Carmel_Valley,0.25322497,0.13952434,0.07493477,0.13290752,0.1316398,0.28497726,0.124732666,0.10808955,0.18110724,0.13819979,62.875957,22.019323,95.77142,62.964333,22.241518,139.0744,40,4,12,4,0.021854333
Tallahassee,0.23599894,0.17000917,0.1549077,0.24199504,0.21329838,0.23787439,0.16938384,0.1725952,0.28700787,0.24750662,33.890957,24.966942,121.50867,34.01211,25.12451,156.31822,190,9,3,1,0.065194182
NEON_RMNP,0.2428613,0.10753592,0.05840558,0.112219974,0.13639748,0.20758267,0.11553055,0.121152714,0.24172243,0.26717585,25.871166,31.232965,138.7537,26.045504,31.433603,173.39655,70,5,7,2,0.032018833
Meridian_DEQ,0.19560844,0.1369869,0.12032093,0.25391132,0.25813165,0.21009822,0.1807702,0.19913845,0.32576907,0.27695844,27.520329,22.672161,130.21606,27.652592,22.90728,161.13322,190,11,7,2,0.0423411
NASA_Ames,0.26098132,0.13194366,0.14077954,0.22705543,0.14458711,0.24569835,0.19897716,0.19392207,0.25288594,0.25607702,41.38227,40.043488,104.89772,41.480362,40.173298,132.39848,120,4,9,3,0.023037556
Wallops,0.25657865,0.13637435,0.080881864,0.16720025,0.21300618,0.28785864,0.12626286,0.11099325,0.18213943,0.18301365,64.650276,24.747911,94.97662,64.72779,24.959473,138.33022,10,45,12,4,0.017479444
Univ_of_Nevada-Reno,0.19975097,0.15924941,0.17311324,0.24652979,0.20132807,0.21231031,0.19428262,0.20362383,0.34904805,0.2711337,24.60824,23.57797,138.36588,24.778309,23.799494,173.66298,190,27,7,2,0.037519
La_Jolla,0.22917747,0.1278023,0.10569898,0.21118881,0.17362608,0.22103891,0.14110406,0.13312013,0.24153696,0.17961462,31.0937,30.639072,119.803665,31.216133,30.742117,147.04353,190,4,4,1,0.1236795
NEON_UNDE,0.2879271,0.18089877,0.12319856,0.1657683,0.0692672,0.31169945,0.14783028,0.12675576,0.23444341,0.13522455,65.14316,22.72607,94.86189,65.24307,22.969296,137.72493,60,21,10,3,0.021267385
NEON_ORNL,0.28971952,0.12822571,0.047873493,0.28030714,0.13028371,0.28996965,0.13050625,0.07799025,0.38645947,0.22443649,48.701202,43.63673,115.66831,48.858814,43.76133,151.28423,60,41,10,3,0.082837462
Mingo,0.20532268,0.10935366,0.081754275,0.3278245,0.18157716,0.18835668,0.0966627,0.050767113,0.45779687,0.21106204,23.166674,22.984537,134.91661,23.334305,23.205336,157.45891,40,24,5,1,0.072638
White_Sands_HELSTF,0.34690994,0.2768048,0.3204803,0.43987283,0.44073552,0.24210897,0.14553179,0.18600512,0.2073054,0.3207135,22.170437,40.136257,142.57556,22.377996,40.230537,161.78479,120,30,7,2,0.087527
NCAR,0.20879626,0.103032716,0.061345816,0.11609292,0.106243104,0.3908771,0.36816558,0.4984034,0.6068306,0.5472967,26.27056,33.203697,139.69856,26.457966,33.36641,172.15456,190,5,6,2,0.040307
NEON-Disney,0.25207675,0.122210845,0.08125491,0.26833987,0.1453798,0.24305199,0.14355265,0.15651259,0.3552175,0.21615088,31.166174,28.672884,132.47826,31.327766,28.79621,174.48628,130,9,9,3,0.0584525
NREL-Golden,0.20915876,0.14685948,0.16075626,0.19176647,0.21130429,0.21777554,0.14841205,0.1882171,0.23497812,0.23246688,43.99436,39.20765,105.18411,44.070847,39.31362,135.84547,10,5,3,1,0.027778
NCAR,0.21264707,0.20287728,0.14980604,0.26067382,0.22833776,0.245769,0.1996215,0.2096247,0.2942818,0.21107964,24.185726,22.563696,134.01234,24.339657,22.794516,161.3863,190,5,7,2,0.062106
NEON_Bartlett,0.2306378,0.118979745,0.062115766,0.17578104,0.14222524,0.27635506,0.15630005,0.1688041,0.22279732,0.20043321,55.170574,22.110401,103.06287,55.275307,22.350052,144.15991,90,28,10,3,0.1203744
Tallahassee,0.22712365,0.1360829,0.10447599,0.2737599,0.22187778,0.21887666,0.14793111,0.14398137,0.2797611,0.21848245,26.7299,24.965143,128.3061,26.882751,25.145895,154.95535,190,9,4,1,0.067066667
Sacramento_CARB,0.21627195,0.1372798,0.11069041,0.16320963,0.14956704,0.25639534,0.17562765,0.16896318,0.23769619,0.20587337,50.73018,22.068241,107.23661,50.813763,22.304848,150.26564,190,4,2,4,0.019308875
Missoula,0.21060355,0.12763968,0.13161996,0.22590949,0.24749343,0.22284538,0.1562421,0.152448,0.3119013,0.29854074,32.813713,22.073181,127.96796,32.94155,22.30268,164.48157,190,25,5,1,0.030629182
Easton-MDE,0.26826632,0.13962984,0.1198997,0.3003423,0.23083696,0.26178834,0.1815989,0.15829438,0.39139256,0.27551898,32.48706,39.47645,132.60695,32.660263,39.645958,165.16296,11,19,5,1,0.0715835
USGS_Flagstaff_ROLO,0.31390858,0.4026247,0.3301188,0.42589828,0.08653994,0.42809263,0.44938195,0.50947464,0.5110246,0.099550724,45.995274,25.65358,109.794525,46.079178,25.850994,149.2815,70,2,2,4,0.0269129
Los_Alamos,0.22516339,0.22612678,0.24602388,0.32409698,0.3079009,0.20980375,0.19030719,0.23578088,0.32697713,0.2864507,25.02165,22.457682,133.90887,25.207195,22.65071,159.509,200,30,5,1,0.049234
Missoula,0.3368949,0.2559474,0.19801939,0.30744317,0.32035834,0.39268932,0.28909743,0.28238142,0.36985067,0.354148,71.36394,22.085827,87.55381,71.45423,22.316122,130.73187,190,25,11,3,0.039197
MD_Science_Center,0.288122,0.17904387,0.11837495,0.13688642,0.1318988,0.2677433,0.17594603,0.15097938,0.20833974,0.13408655,27.350199,37.632122,117.781204,27.472504,37.71268,138.45137,190,19,8,2,0.479232333
Lake_Okeechobee_N,0.25699413,0.17075317,0.13048133,0.118640795,0.104205705,0.20671777,0.08434534,0.06211747,0.041206915,0.033787675,17.097364,24.057537,139.99524,17.311714,24.204382,154.10495,210,9,7,2,0.07957625
CalTech,0.33060202,0.18791804,0.13238877,0.20448406,0.14304712,0.32884404,0.17358932,0.16088112,0.33269376,0.19843382,61.29856,39.413708,99.214584,61.399178,39.604805,137.41411,190,4,12,4,0.088051333
Dayton,0.23841408,0.14241125,0.14597285,0.22921014,0.24124862,0.26500273,0.1703787,0.17837074,0.2837363,0.3014385,51.321495,22.089113,107.278534,51.402454,22.322012,150.85721,130,34,2,4,0.031465571
NEON_SCBI,0.2305662,0.11922629,0.0809361,0.14391221,0.20896359,0.25328147,0.10959376,0.114924364,0.19314522,0.27678594,49.24257,29.27638,111.06398,49.346325,29.432598,152.9908,60,45,3,1,0.0401834
Easton-MDE,0.39521575,0.30157733,0.21829617,0.3505978,0.34626195,0.4014671,0.33545285,0.32079747,0.4065973,0.4055721,60.419384,34.135723,91.62683,60.50474,34.23587,128.23488,11,19,11,3,0.058216333
PNNL,0.3394684,0.23197438,0.2595122,0.31452906,0.34039062,0.29240012,0.19842146,0.20674519,0.35200268,0.36735085,43.411167,31.684477,119.4907,43.54012,31.82641,160.65227,120,46,4,1,0.045789833
Railroad_Valley,0.2663569,0.23513275,0.30136395,0.34071332,0.37076667,0.3227447,0.37694237,0.447726,0.4865029,0.47122037,63.99644,29.53578,90.635315,64.067085,29.719109,130.33562,200,27,12,4,0.010900222
Fresno_2,0.26024765,0.15382248,0.12512964,0.18250114,0.17018925,0.28308964,0.17461947,0.16584976,0.254626,0.2190793,53.89854,26.863081,105.38242,53.983826,27.054525,148.11697,190,4,2,4,0.0806837
Easton-MDE,0.23919961,0.1236636,0.07735657,0.33405447,0.18552239,0.24652137,0.13983232,0.10251036,0.39066625,0.23945709,38.739952,22.36379,121.54473,38.86268,22.601099,162.80464,11,19,9,3,0.165012333
